Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
2016-04-18 05:57:22,Reg SV Regular,160042861296240,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,7.5,Unlmtd,,Success,First Transit,3219,5,54,202001,20cw,2016-04-18 05:54:22,2016-04-18 06:33:07,0.4,40.0,-0.9
2016-04-18 05:59:56,ASI,160005808170075,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,5,54,202001,20cw,2016-04-18 05:54:22,2016-04-18 06:33:07,0.4,40.0,-0.9
2016-04-18 06:13:19,EZ Pass S/D Z0,1702719592545808642,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.45,Unlmtd,0.0,Success,First Transit,3219,5,54,202001,20cw,2016-04-18 05:54:22,2016-04-18 06:33:07,0.4,40.0,-0.9
2016-04-18 06:58:54,Reg SV Regular,160008377970719,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,19.25,Unlmtd,,Success,First Transit,3219,6,45,202002,20cw,2016-04-18 06:45:37,2016-04-18 07:32:09,0.6,47.0,0.2
2016-04-18 07:09:04,Reg SV Regular,160005453011996,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,3.75,Unlmtd,,Success,First Transit,3219,6,45,202002,20cw,2016-04-18 06:45:37,2016-04-18 07:32:09,0.6,47.0,0.2
2016-04-18 07:48:23,Reg SV Regular,160008618979677,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,6.4,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-18 07:42:52,2016-04-18 08:36:07,0.9,54.0,0.1
2016-04-18 07:54:24,EZ Pass AdultZ2,160008196018112,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,42,202003,20cw,2016-04-18 07:42:52,2016-04-18 08:36:07,0.9,54.0,0.1
2016-04-18 08:27:56,ASI,160005622624794,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,42,202003,20cw,2016-04-18 07:42:52,2016-04-18 08:36:07,0.9,54.0,0.1
2016-04-18 08:30:46,ASI,160008105637911,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,42,202003,20cw,2016-04-18 07:42:52,2016-04-18 08:36:07,0.9,54.0,0.1
2016-04-18 09:02:41,Reg SV Student,160010160562885,,3219,SV Entry (Tag On),,1,0.5,0.0,-0.5,-0.5,46.0,Unlmtd,,Success,First Transit,3219,8,51,202004,20cw,2016-04-18 08:52:07,2016-04-18 09:53:07,1.1,54.0,8.1
