Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
2016-04-12 06:11:35,EZ Pass S/D Z0,1702719592545808642,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.45,Unlmtd,0.0,Success,First Transit,3219,5,54,202001,20cw,2016-04-12 05:54:36,2016-04-12 06:34:51,0.6,40.0,0.9
2016-04-12 06:53:25,Reg SV Regular,160008378413594,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,9.65,Unlmtd,,Success,First Transit,3219,6,45,202002,20cw,2016-04-12 06:45:36,2016-04-12 07:32:36,0.6,47.0,0.6
2016-04-12 06:56:55,ASI,160005652515672,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,2.25,Unlmtd,0.0,Success,First Transit,3219,6,45,202002,20cw,2016-04-12 06:45:36,2016-04-12 07:32:36,0.6,47.0,0.6
2016-04-12 07:48:21,Reg SV Regular,160008618979677,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,2.15,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-12 07:42:20,2016-04-12 08:37:51,0.3,54.0,1.9
2016-04-12 07:48:56,Reg SV Regular,160009100076196,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,200.0,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-12 07:42:20,2016-04-12 08:37:51,0.3,54.0,1.9
2016-04-12 07:49:50,Reg SV Regular,160005749102237,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,11.0,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-12 07:42:20,2016-04-12 08:37:51,0.3,54.0,1.9
2016-04-12 07:51:59,Reg SV Regular,160008974965153,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,21.75,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-12 07:42:20,2016-04-12 08:37:51,0.3,54.0,1.9
2016-04-12 07:57:35,Reg SV Regular,160008442715677,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,16.5,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-12 07:42:20,2016-04-12 08:37:51,0.3,54.0,1.9
2016-04-12 08:22:11,ASI,160033064689547,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,42,202003,20cw,2016-04-12 07:42:20,2016-04-12 08:37:51,0.3,54.0,1.9
2016-04-12 08:30:50,ASI,160033065160902,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,42,202003,20cw,2016-04-12 07:42:20,2016-04-12 08:37:51,0.3,54.0,1.9
2016-04-12 08:57:55,ASI,160005585591519,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-12 08:51:51,2016-04-12 09:47:50,0.9,54.0,2.8
2016-04-12 08:58:00,ASI,160036514916436,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,1.75,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-12 08:51:51,2016-04-12 09:47:50,0.9,54.0,2.8
2016-04-12 08:58:24,ASI,160033079321383,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-12 08:51:51,2016-04-12 09:47:50,0.9,54.0,2.8
2016-04-12 09:26:12,ASI,160008294091672,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-12 08:51:51,2016-04-12 09:47:50,0.9,54.0,2.8
2016-04-12 09:29:30,ASI,160005289115037,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-12 08:51:51,2016-04-12 09:47:50,0.9,54.0,2.8
2016-04-12 09:35:51,ASI,160005584782879,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-12 08:51:51,2016-04-12 09:47:50,0.9,54.0,2.8
2016-04-12 09:39:19,ASI,160008075299999,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-12 08:51:51,2016-04-12 09:47:50,0.9,54.0,2.8
2016-04-12 09:41:25,ASI,160008199654236,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-12 08:51:51,2016-04-12 09:47:50,0.9,54.0,2.8
2016-04-12 10:01:12,ASI,160008289261272,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:02:31,Reg SV Sr/Dis,160008878514271,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,1.95,Unlmtd,,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:03:15,ASI,160020977624166,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:12:25,ASI,160005782787993,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:12:27,ASI,160005342376154,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:33:01,ASI,160005689770399,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:33:03,ASI,160019591251075,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:40:47,ASI,160005699380635,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:43:32,Reg SV Regular,160040269664886,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,5.75,Unlmtd,,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 10:44:25,ASI,160005584278878,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-12 09:55:20,2016-04-12 10:49:36,0.3,54.0,0.6
2016-04-12 11:20:11,Reg SV Sr/Dis,1701005287219687688,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,6.3,Unlmtd,,Success,First Transit,3219,10,59,202006,20cw,2016-04-12 11:00:06,2016-04-12 11:56:51,1.1,57.0,0.9
2016-04-12 11:42:11,ASI,160012372224866,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,59,202006,20cw,2016-04-12 11:00:06,2016-04-12 11:56:51,1.1,57.0,0.9
2016-04-12 11:42:33,ASI,160005336242719,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,59,202006,20cw,2016-04-12 11:00:06,2016-04-12 11:56:51,1.1,57.0,0.9
2016-04-12 12:11:46,ASI,160012139093349,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,12,6,202007,20cw,2016-04-12 12:06:51,2016-04-12 13:10:35,0.9,59.0,5.6
2016-04-12 12:13:38,Reg SV Regular,160007755740512,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,6.0,Unlmtd,,Success,First Transit,3219,12,6,202007,20cw,2016-04-12 12:06:51,2016-04-12 13:10:35,0.9,59.0,5.6
2016-04-12 12:16:04,ASI,160005497356316,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,12,6,202007,20cw,2016-04-12 12:06:51,2016-04-12 13:10:35,0.9,59.0,5.6
