Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
2016-04-27 07:09:14,EZ Pass AdultZ0,1702207329112060169,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,1,301003,31,2016-04-27 07:01:20,2016-04-27 07:30:36,0.3,29.0,0.6
2016-04-27 07:18:02,Reg SV Sr/Dis,160005479245917,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,8.95,Unlmtd,,Success,First Transit,3219,7,1,301003,31,2016-04-27 07:01:20,2016-04-27 07:30:36,0.3,29.0,0.6
2016-04-27 07:22:33,ASI,160005334705113,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,1,301003,31,2016-04-27 07:01:20,2016-04-27 07:30:36,0.3,29.0,0.6
2016-04-27 08:17:08,ASI,160005570878236,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,7,301005,31,2016-04-27 08:15:21,2016-04-27 08:43:51,8.4,29.0,7.9
2016-04-27 08:21:13,ASI,160019692476514,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,7,301005,31,2016-04-27 08:15:21,2016-04-27 08:43:51,8.4,29.0,7.9
2016-04-27 08:23:49,ASI,160012139434949,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,7,301005,31,2016-04-27 08:15:21,2016-04-27 08:43:51,8.4,29.0,7.9
2016-04-27 08:23:55,ASI,160005336790550,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,1.6,Unlmtd,0.0,Success,First Transit,3219,8,7,301005,31,2016-04-27 08:15:21,2016-04-27 08:43:51,8.4,29.0,7.9
2016-04-27 08:34:00,EZ Pass AdultZ0,160007941114119,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,12.9,Unlmtd,0.0,Success,First Transit,3219,8,7,301005,31,2016-04-27 08:15:21,2016-04-27 08:43:51,8.4,29.0,7.9
2016-04-27 09:24:46,ASI,160005326210395,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,15,301007,31,2016-04-27 09:17:06,2016-04-27 09:49:36,2.1,28.0,6.6
2016-04-27 09:24:48,DCFS EZ (New),1702811453843206400,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,15,301007,31,2016-04-27 09:17:06,2016-04-27 09:49:36,2.1,28.0,6.6
2016-04-27 09:26:08,ASI,160005327587676,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,15,301007,31,2016-04-27 09:17:06,2016-04-27 09:49:36,2.1,28.0,6.6
2016-04-27 09:26:11,ASI,160038272766672,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,15,301007,31,2016-04-27 09:17:06,2016-04-27 09:49:36,2.1,28.0,6.6
2016-04-27 09:30:16,ASI,160033086345706,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,15,301007,31,2016-04-27 09:17:06,2016-04-27 09:49:36,2.1,28.0,6.6
2016-04-27 09:32:38,ASI,160021204103529,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,15,301007,31,2016-04-27 09:17:06,2016-04-27 09:49:36,2.1,28.0,6.6
2016-04-27 09:43:54,ASI,160005597175194,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,15,301007,31,2016-04-27 09:17:06,2016-04-27 09:49:36,2.1,28.0,6.6
2016-04-27 10:07:11,ASI,160033064840108,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,53,301008,31,2016-04-27 09:54:36,2016-04-27 10:23:36,1.6,29.0,1.6
2016-04-27 10:08:44,Reg SV Sr/Dis,160005067623194,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,19.9,Unlmtd,,Success,First Transit,3219,9,53,301008,31,2016-04-27 09:54:36,2016-04-27 10:23:36,1.6,29.0,1.6
2016-04-27 10:25:24,ASI,160008050939569,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,22,301009,31,2016-04-27 10:24:06,2016-04-27 10:50:06,2.1,27.0,1.1
2016-04-27 10:28:07,ASI,160008276231510,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,22,301009,31,2016-04-27 10:24:06,2016-04-27 10:50:06,2.1,27.0,1.1
2016-04-27 10:29:48,EZ Pass AdultZ0,160008448430875,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.5,Unlmtd,0.0,Success,First Transit,3219,10,22,301009,31,2016-04-27 10:24:06,2016-04-27 10:50:06,2.1,27.0,1.1
2016-04-27 10:39:58,Reg SV Sr/Dis,160001446953980,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,6.75,Unlmtd,,Success,First Transit,3219,10,22,301009,31,2016-04-27 10:24:06,2016-04-27 10:50:06,2.1,27.0,1.1
2016-04-27 11:24:21,ASI,160028112222994,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,59,301010,32,2016-04-27 11:00:51,2016-04-27 11:37:51,1.9,31.0,7.9
2016-04-27 11:36:03,ASI,160005501131358,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,59,301010,32,2016-04-27 11:00:51,2016-04-27 11:37:51,1.9,31.0,7.9
2016-04-27 11:36:06,ASI,160028112010357,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,59,301010,32,2016-04-27 11:00:51,2016-04-27 11:37:51,1.9,31.0,7.9
2016-04-27 11:40:32,ASI,160005341034390,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,30,301011,31,2016-04-27 11:38:21,2016-04-27 12:09:36,8.4,28.0,11.6
2016-04-27 11:59:36,Reg SV Regular,160010590303330,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,27.6,Unlmtd,,Success,First Transit,3219,11,30,301011,31,2016-04-27 11:38:21,2016-04-27 12:09:36,8.4,28.0,11.6
