Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
2016-04-16 11:06:43,ASI,160012373480541,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,0,291001,20cc,2016-04-16 11:00:26,2016-04-16 11:22:41,0.4,23.0,-0.3
2016-04-16 11:25:45,ASI,160005585933919,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 11:34:11,ASI,160005497111190,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 11:57:13,ASI,160038261567958,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 12:04:39,ASI,160038273007159,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 12:04:41,ASI,160033084326500,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 12:04:44,ASI,160008054444954,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 12:05:54,Reg SV Regular,160005410911510,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,68.65,Unlmtd,,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 12:09:15,Reg SV Regular,160005873163674,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,14.25,Unlmtd,,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 12:16:18,ASI,160005334842395,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 12:17:37,ASI,160012373500868,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,23,291002,20cc,2016-04-16 11:24:12,2016-04-16 12:27:27,1.2,64.0,0.5
2016-04-16 12:32:00,ASI,160005848033432,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,12,27,291003,20cc,2016-04-16 12:28:12,2016-04-16 13:33:13,1.2,67.0,-0.8
2016-04-16 12:38:28,Reg SV Sr/Dis,160017161520291,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,5.45,Unlmtd,,Success,First Transit,3219,12,27,291003,20cc,2016-04-16 12:28:12,2016-04-16 13:33:13,1.2,67.0,-0.8
2016-04-16 12:46:49,ASI,160019592213793,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,1.5,Unlmtd,0.0,Success,First Transit,3219,12,27,291003,20cc,2016-04-16 12:28:12,2016-04-16 13:33:13,1.2,67.0,-0.8
2016-04-16 12:49:00,ASI,160005847711830,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,12,27,291003,20cc,2016-04-16 12:28:12,2016-04-16 13:33:13,1.2,67.0,-0.8
2016-04-16 12:52:57,Reg SV Regular,160005099471836,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,2.75,Unlmtd,,Success,First Transit,3219,12,27,291003,20cc,2016-04-16 12:28:12,2016-04-16 13:33:13,1.2,67.0,-0.8
