Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
2016-04-29 06:02:08,ASI,160036514916436,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,1.75,Unlmtd,0.0,Success,First Transit,3219,5,54,202001,20cw,2016-04-29 05:56:40,2016-04-29 06:34:54,2.7,40.0,0.9
2016-04-29 06:02:57,Reg SV Regular,160008696881753,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,15.5,Unlmtd,,Success,First Transit,3219,5,54,202001,20cw,2016-04-29 05:56:40,2016-04-29 06:34:54,2.7,40.0,0.9
2016-04-29 06:03:03,ASI,160011543490307,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,5,54,202001,20cw,2016-04-29 05:56:40,2016-04-29 06:34:54,2.7,40.0,0.9
2016-04-29 06:30:39,ASI,160005585933919,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,5,54,202001,20cw,2016-04-29 05:56:40,2016-04-29 06:34:54,2.7,40.0,0.9
2016-04-29 07:50:35,Reg SV Regular,160008618979677,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,2.15,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-29 07:42:39,2016-04-29 08:36:39,0.7,54.0,0.7
2016-04-29 07:51:38,Reg SV Regular,160008063538390,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,2.25,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-29 07:42:39,2016-04-29 08:36:39,0.7,54.0,0.7
2016-04-29 07:53:56,Reg SV Regular,160008974965153,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,0.25,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-29 07:42:39,2016-04-29 08:36:39,0.7,54.0,0.7
2016-04-29 07:57:19,Reg SV Regular,160008305114398,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,12.25,Unlmtd,,Success,First Transit,3219,7,42,202003,20cw,2016-04-29 07:42:39,2016-04-29 08:36:39,0.7,54.0,0.7
2016-04-29 08:06:02,EZ Pass AdultZ0,160000620287769,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,1.0,Success,First Transit,3219,7,42,202003,20cw,2016-04-29 07:42:39,2016-04-29 08:36:39,0.7,54.0,0.7
2016-04-29 08:26:50,ASI,160005918630554,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,42,202003,20cw,2016-04-29 07:42:39,2016-04-29 08:36:39,0.7,54.0,0.7
2016-04-29 08:56:44,ASI,160005923407196,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-29 08:51:24,2016-04-29 09:44:40,0.4,54.0,-0.3
2016-04-29 08:59:11,Reg SV Regular,160008118966232,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,25.75,Unlmtd,,Success,First Transit,3219,8,51,202004,20cw,2016-04-29 08:51:24,2016-04-29 09:44:40,0.4,54.0,-0.3
2016-04-29 09:13:53,EZ Pass AdultZ1,160021593351283,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-29 08:51:24,2016-04-29 09:44:40,0.4,54.0,-0.3
2016-04-29 09:18:15,ASI,160028111735798,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,51,202004,20cw,2016-04-29 08:51:24,2016-04-29 09:44:40,0.4,54.0,-0.3
2016-04-29 09:22:00,Reg SV Regular,160008487466947,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,10.0,Unlmtd,,Success,First Transit,3219,8,51,202004,20cw,2016-04-29 08:51:24,2016-04-29 09:44:40,0.4,54.0,-0.3
2016-04-29 09:59:22,ASI,160005587677910,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-29 09:55:24,2016-04-29 10:49:09,0.4,54.0,0.2
2016-04-29 10:01:06,ASI,160008120238877,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-29 09:55:24,2016-04-29 10:49:09,0.4,54.0,0.2
2016-04-29 10:05:44,ASI,160028110143630,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-29 09:55:24,2016-04-29 10:49:09,0.4,54.0,0.2
2016-04-29 10:23:46,ASI,160041879618569,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-29 09:55:24,2016-04-29 10:49:09,0.4,54.0,0.2
2016-04-29 10:27:54,ASI,160005834321437,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-29 09:55:24,2016-04-29 10:49:09,0.4,54.0,0.2
2016-04-29 10:29:21,ASI,160012372698143,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-29 09:55:24,2016-04-29 10:49:09,0.4,54.0,0.2
2016-04-29 10:33:03,Reg SV Regular,1700846184161112325,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,2.75,Unlmtd,,Success,First Transit,3219,9,55,202005,20cw,2016-04-29 09:55:24,2016-04-29 10:49:09,0.4,54.0,0.2
2016-04-29 10:33:21,ASI,160008141553437,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,55,202005,20cw,2016-04-29 09:55:24,2016-04-29 10:49:09,0.4,54.0,0.2
2016-04-29 11:02:14,ASI,160041273363689,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,59,202006,20cw,2016-04-29 10:59:54,2016-04-29 11:55:11,0.9,57.0,-0.8
