Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
2016-04-30 11:09:00,Reg SV Sr/Dis,160040067992778,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,0.0,Unlmtd,,Success,First Transit,3219,10,56,201001,20cw,2016-04-30 10:56:24,2016-04-30 11:32:12,0.4,33.0,3.2
2016-04-30 11:15:12,ASI,160005833766871,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,56,201001,20cw,2016-04-30 10:56:24,2016-04-30 11:32:12,0.4,33.0,3.2
2016-04-30 11:15:31,ASI,160008050481323,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,56,201001,20cw,2016-04-30 10:56:24,2016-04-30 11:32:12,0.4,33.0,3.2
2016-04-30 11:23:03,ASI,160008071993751,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,56,201001,20cw,2016-04-30 10:56:24,2016-04-30 11:32:12,0.4,33.0,3.2
2016-04-30 11:55:32,ASI,160005333021272,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,34,201002,20cw,2016-04-30 11:35:27,2016-04-30 12:31:42,1.5,55.0,2.7
2016-04-30 12:10:13,DCFS EZ (New),1701999280896241927,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,34,201002,20cw,2016-04-30 11:35:27,2016-04-30 12:31:42,1.5,55.0,2.7
2016-04-30 12:16:08,ASI,160033064689547,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,11,34,201002,20cw,2016-04-30 11:35:27,2016-04-30 12:31:42,1.5,55.0,2.7
2016-04-30 12:52:45,DCFS EZ (New),1700216179589280011,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,12,39,201003,20cw,2016-04-30 12:39:12,2016-04-30 13:33:10,0.2,54.0,0.2
2016-04-30 13:04:40,ASI,160041279133920,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,12,39,201003,20cw,2016-04-30 12:39:12,2016-04-30 13:33:10,0.2,54.0,0.2
2016-04-30 13:13:31,ASI,160005754102874,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,12,39,201003,20cw,2016-04-30 12:39:12,2016-04-30 13:33:10,0.2,54.0,0.2
2016-04-30 13:52:31,ASI,160005754058399,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,13,46,201004,20cw,2016-04-30 13:46:25,2016-04-30 14:40:40,0.4,52.0,2.7
2016-04-30 14:01:32,Reg SV Regular,160004904381272,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,1.0,Unlmtd,,Success,First Transit,3219,13,46,201004,20cw,2016-04-30 13:46:25,2016-04-30 14:40:40,0.4,52.0,2.7
2016-04-30 14:27:00,ASI,160042245085129,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,13,46,201004,20cw,2016-04-30 13:46:25,2016-04-30 14:40:40,0.4,52.0,2.7
2016-04-30 14:27:12,Reg SV Sr/Dis,160005078471831,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,13.65,Unlmtd,,Success,First Transit,3219,13,46,201004,20cw,2016-04-30 13:46:25,2016-04-30 14:40:40,0.4,52.0,2.7
2016-04-30 14:31:10,ASI,160012141481664,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,13,46,201004,20cw,2016-04-30 13:46:25,2016-04-30 14:40:40,0.4,52.0,2.7
2016-04-30 15:28:12,Reg SV Regular,160000964874008,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,9.25,Unlmtd,,Success,First Transit,3219,14,48,201005,20cw,2016-04-30 14:51:25,2016-04-30 15:46:40,3.4,54.0,4.7
2016-04-30 15:31:59,ASI,160036514436112,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,14,48,201005,20cw,2016-04-30 14:51:25,2016-04-30 15:46:40,3.4,54.0,4.7
2016-04-30 16:15:41,Reg SV Regular,160008557537437,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,35.0,Unlmtd,,Success,First Transit,3219,15,52,201006,20cw,2016-04-30 15:52:25,2016-04-30 16:46:11,0.4,55.0,-0.8
2016-04-30 16:15:42,Reg SV Regular,160008281598879,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,47.0,Unlmtd,,Success,First Transit,3219,15,52,201006,20cw,2016-04-30 15:52:25,2016-04-30 16:46:11,0.4,55.0,-0.8
2016-04-30 16:31:18,Reg SV Regular,160001583189661,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,2.6,Unlmtd,,Success,First Transit,3219,15,52,201006,20cw,2016-04-30 15:52:25,2016-04-30 16:46:11,0.4,55.0,-0.8
2016-04-30 17:03:53,EZ Pass AdultZ0,160004821248471,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.25,Unlmtd,1.0,Success,First Transit,3219,16,57,201007,20cw,2016-04-30 16:57:55,2016-04-30 17:47:56,0.9,51.0,-0.1
2016-04-30 17:15:02,ASI,160019589209630,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,16,57,201007,20cw,2016-04-30 16:57:55,2016-04-30 17:47:56,0.9,51.0,-0.1
2016-04-30 17:38:40,ASI,160021269299360,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,16,57,201007,20cw,2016-04-30 16:57:55,2016-04-30 17:47:56,0.9,51.0,-0.1
2016-04-30 19:06:06,PS Try Tran Mon,160042586851444,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,18,55,201009,20cw,2016-04-30 18:55:40,2016-04-30 19:39:26,0.7,45.0,-0.6
2016-04-30 19:19:19,Reg SV Regular,160040958151286,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,2.75,Unlmtd,,Success,First Transit,3219,18,55,201009,20cw,2016-04-30 18:55:40,2016-04-30 19:39:26,0.7,45.0,-0.6
2016-04-30 19:21:52,ASI,160008172365917,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,18,55,201009,20cw,2016-04-30 18:55:40,2016-04-30 19:39:26,0.7,45.0,-0.6
2016-04-30 11:07:30,ASI,160038261549238,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.25,Unlmtd,0.0,Success,First Transit,3217,11,0,402001,40,2016-04-30 11:00:58,2016-04-30 11:28:58,1.0,27.0,2.0
2016-04-30 11:09:34,ASI,160041880216965,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.5,Unlmtd,0.0,Success,First Transit,3217,11,0,402001,40,2016-04-30 11:00:58,2016-04-30 11:28:58,1.0,27.0,2.0
2016-04-30 11:12:33,ASI,160011832088382,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3217,11,0,402001,40,2016-04-30 11:00:58,2016-04-30 11:28:58,1.0,27.0,2.0
2016-04-30 11:12:35,PS Try Tran Mon,160007533745478,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,13.0,Unlmtd,0.0,Success,First Transit,3217,11,0,402001,40,2016-04-30 11:00:58,2016-04-30 11:28:58,1.0,27.0,2.0
2016-04-30 11:12:38,ASI,160005758734235,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,6.3,Unlmtd,0.0,Success,First Transit,3217,11,0,402001,40,2016-04-30 11:00:58,2016-04-30 11:28:58,1.0,27.0,2.0
2016-04-30 11:27:20,ASI,160005621486237,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3217,11,0,402001,40,2016-04-30 11:00:58,2016-04-30 11:28:58,1.0,27.0,2.0
2016-04-30 11:58:14,ASI,160041892672320,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3217,11,37,402002,40,2016-04-30 11:38:43,2016-04-30 12:02:43,1.7,22.0,3.7
2016-04-30 11:58:17,ASI,160041279233928,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3217,11,37,402002,40,2016-04-30 11:38:43,2016-04-30 12:02:43,1.7,22.0,3.7
2016-04-30 11:58:52,ASI,160036524949393,,3217,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3217,11,37,402002,40,2016-04-30 11:38:43,2016-04-30 12:02:43,1.7,22.0,3.7
