Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
2016-04-19 06:57:10,EZ Pass AdultZ0,160008917628702,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,2.0,Unlmtd,0.0,Success,First Transit,3219,6,43,102001,10,2016-04-19 06:43:48,2016-04-19 07:03:03,0.8,20.0,0.1
2016-04-19 07:18:12,EZ Pass AdultZ0,160018932331125,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,7,16,102002,10,2016-04-19 07:16:33,2016-04-19 07:36:32,0.6,18.0,2.5
2016-04-19 07:41:36,Reg SV Regular,160015195478643,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,15.5,Unlmtd,,Success,First Transit,3219,7,36,102003,10,2016-04-19 07:36:48,2016-04-19 07:59:18,0.8,21.0,2.3
2016-04-19 08:07:25,Reg SV Regular,160004946970397,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,43.65,Unlmtd,,Success,First Transit,3219,8,4,102004,10,2016-04-19 08:05:02,2016-04-19 08:24:17,1.0,17.0,3.3
2016-04-19 09:39:52,Reg SV Regular,160004938804315,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,7.25,Unlmtd,,Success,First Transit,3219,9,36,102008,10,2016-04-19 09:36:33,2016-04-19 09:57:48,0.6,18.0,3.8
2016-04-19 09:48:40,Reg SV Sr/Dis,160005620120472,,3219,SV Entry (Tag On),,1,0.35,0.0,-0.35,-0.35,1.15,Unlmtd,,Success,First Transit,3219,9,36,102008,10,2016-04-19 09:36:33,2016-04-19 09:57:48,0.6,18.0,3.8
2016-04-19 09:52:58,ASI,160005657154394,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,36,102008,10,2016-04-19 09:36:33,2016-04-19 09:57:48,0.6,18.0,3.8
2016-04-19 09:55:00,ASI,160008290757276,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,36,102008,10,2016-04-19 09:36:33,2016-04-19 09:57:48,0.6,18.0,3.8
2016-04-19 10:02:31,ASI,160033064425389,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,54,102009,10,2016-04-19 09:58:33,2016-04-19 10:22:18,4.6,23.0,5.3
2016-04-19 10:03:42,ASI,160008119602398,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,54,102009,10,2016-04-19 09:58:33,2016-04-19 10:22:18,4.6,23.0,5.3
