Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status,Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
2016-04-13 06:38:01,EZ Pass AdultZ0,160008256104158,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,6,12,292001,20cc,2016-04-13 06:12:21,2016-04-13 07:08:07,0.4,57.0,-0.9
2016-04-13 07:10:15,Reg SV Student,160020362141396,,3219,SV Entry (Tag On),,1,0.5,0.0,-0.5,-0.5,43.0,Unlmtd,,Success,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 07:10:17,Reg SV Regular,160008699015193,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,0.25,Unlmtd,,Success,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 07:10:39,Reg SV Regular,160008699015193,,3219,No Prod Use Type,,1,0.0,0.0,0.0,0.0,0.25,Unlmtd,,Passback,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 07:11:20,Reg SV Regular,160008699015193,,3219,No Prod Use Type,,1,0.0,0.0,0.0,0.0,0.25,Unlmtd,,Passback,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 07:12:36,Reg SV Regular,160008699015193,,3219,No Prod Use Type,,1,0.0,0.0,0.0,0.0,0.25,Unlmtd,,Passback,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 07:14:43,Reg SV Regular,160000513210647,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,57.0,Unlmtd,,Success,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 07:22:21,Reg SV Regular,160031313983265,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,8.75,Unlmtd,,Success,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 07:40:14,Reg SV Student,1700323807421559040,,3219,SV Entry (Tag On),,1,0.5,0.0,-0.5,-0.5,1.0,Unlmtd,,Success,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 07:52:03,ASI,160036514916436,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,1.75,Unlmtd,0.0,Success,First Transit,3219,7,9,292002,20cc,2016-04-13 07:09:21,2016-04-13 08:19:07,0.4,71.0,-0.9
2016-04-13 08:22:05,ASI,160005499189277,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.5,Unlmtd,0.0,Success,First Transit,3219,8,20,292003,20cc,2016-04-13 08:20:21,2016-04-13 09:29:06,0.4,67.0,2.1
2016-04-13 08:50:57,EZ Pass AdultZ0,160041543267504,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,1.75,Unlmtd,0.0,Success,First Transit,3219,8,20,292003,20cc,2016-04-13 08:20:21,2016-04-13 09:29:06,0.4,67.0,2.1
2016-04-13 09:04:06,ASI,160005834850716,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,20,292003,20cc,2016-04-13 08:20:21,2016-04-13 09:29:06,0.4,67.0,2.1
2016-04-13 09:04:12,ASI,160011542093185,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,8,20,292003,20cc,2016-04-13 08:20:21,2016-04-13 09:29:06,0.4,67.0,2.1
2016-04-13 09:35:53,ASI,160005648339351,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,27,292004,20cc,2016-04-13 09:31:21,2016-04-13 10:36:06,4.4,68.0,1.1
2016-04-13 09:57:14,ASI,160008107917279,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,27,292004,20cc,2016-04-13 09:31:21,2016-04-13 10:36:06,4.4,68.0,1.1
2016-04-13 10:00:23,Reg SV Regular,160005088691352,,3219,SV Entry (Tag On),,1,0.75,0.0,-0.75,-0.75,7.0,Unlmtd,,Success,First Transit,3219,9,27,292004,20cc,2016-04-13 09:31:21,2016-04-13 10:36:06,4.4,68.0,1.1
2016-04-13 10:22:56,ASI,160005678225439,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,9,27,292004,20cc,2016-04-13 09:31:21,2016-04-13 10:36:06,4.4,68.0,1.1
2016-04-13 10:53:46,EZ Pass S/D Z0,160008891024514,,3219,Pass Entry (Tag On),,1,0.0,0.0,0.0,0.0,0.0,Unlmtd,0.0,Success,First Transit,3219,10,35,292005,20cc,2016-04-13 10:36:21,2016-04-13 11:47:21,1.4,71.0,1.4
