Company,Vehicle,Hour,Minute,Trip No,Route,Departure,Arrival,Avg Departure Diff,Avg Scheduled Travel,Avg Arrival Diff
First Transit,3206,5,58,601001,60,5:58:26 AM,6:16:26 AM,0.4,18,0.4
First Transit,3206,6,20,601002,60,6:20:26 AM,6:38:27 AM,0.4,16,2.5
First Transit,3206,6,41,601003,60,6:41:41 AM,7:01:26 AM,0.7,20,0.4
First Transit,3206,7,3,601004,60,7:03:26 AM,7:21:12 AM,0.4,17,1.2
First Transit,3206,7,33,601005,60,7:33:26 AM,7:54:56 AM,0.4,21,0.9
First Transit,3206,7,58,601006,60,7:58:26 AM,8:18:27 AM,0.4,18,2.5
First Transit,3206,8,23,601007,60,8:23:26 AM,8:47:57 AM,0.4,21,4
First Transit,3206,8,47,601008,60,8:48:57 AM,9:09:56 AM,2,17,5.9
First Transit,3206,9,12,601009,60,9:12:26 AM,9:32:56 AM,0.4,20,0.9
First Transit,3206,9,36,601010,60,9:36:26 AM,9:52:56 AM,0.4,17,-0.1
First Transit,3206,9,58,601011,60,9:58:26 AM,10:18:41 AM,0.4,20,0.7
First Transit,3206,10,19,601012,60,10:19:56 AM,10:39:57 AM,0.9,17,4
First Transit,3207,6,7,501001,51,6:07:30 AM,6:37:30 AM,0.5,23,7.5
First Transit,3207,6,38,501002,51,6:38:30 AM,7:02:00 AM,0.5,21,3
First Transit,3207,6,59,501003,52,7:02:30 AM,7:42:45 AM,3.5,36,7.8
First Transit,3207,7,44,501004,51,7:44:30 AM,8:16:15 AM,0.5,24,8.3
First Transit,3207,8,11,501005,51,8:16:30 AM,8:48:15 AM,5.5,25,12.3
First Transit,3207,8,49,501006,51,8:49:30 AM,9:14:45 AM,0.5,24,1.8
First Transit,3207,9,13,501007,51,9:15:00 AM,9:40:15 AM,2,25,2.3
First Transit,3207,9,45,501008,51,9:45:45 AM,10:19:00 AM,0.8,24,10
First Transit,3207,10,11,501009,51,10:19:45 AM,10:39:45 AM,8.8,26,2.8
First Transit,3207,10,44,501010,51,10:44:30 AM,11:14:15 AM,0.5,26,4.3
First Transit,3207,11,10,501011,51,11:14:30 AM,11:36:45 AM,4.5,26,0.8
First Transit,3207,11,49,501012,51,11:49:30 AM,12:25:15 PM,0.5,24,12.3
First Transit,3207,12,13,501013,51,12:25:30 PM,12:49:00 PM,12.5,26,10
First Transit,3207,16,0,502101,51,4:00:30 PM,4:28:15 PM,0.5,27,1.3
First Transit,3207,16,33,502102,51,4:34:15 PM,5:03:00 PM,1.3,28,2
First Transit,3207,17,8,502103,51,5:08:30 PM,5:41:31 PM,0.5,27,6.5
First Transit,3207,17,48,502104,51,5:49:16 PM,6:16:16 PM,1.3,25,3.3
First Transit,3207,18,19,502105,51,6:19:31 PM,6:54:16 PM,0.5,27,8.3
First Transit,3207,18,53,502106,51,6:54:46 PM,7:17:46 PM,1.8,24,0.8
First Transit,3207,19,20,502107,51,7:20:16 PM,7:31:31 PM,0.3,11,0.5
First Transit,3208,14,45,602001,60,2:45:31 PM,3:08:16 PM,0.5,23,0.3
First Transit,3208,15,8,602002,60,3:09:16 PM,3:28:16 PM,1.3,17,3.3
First Transit,3208,15,31,602003,60,3:31:31 PM,3:53:02 PM,0.5,23,-1
First Transit,3208,15,56,602004,60,3:56:16 PM,4:16:31 PM,0.3,19,1.5
First Transit,3208,16,18,602005,60,4:17:48 PM,4:42:01 PM,-0.2,23,1
First Transit,3208,16,45,602006,60,4:47:31 PM,5:04:31 PM,2.5,19,0.5
First Transit,3208,17,17,602007,60,5:21:46 PM,5:46:48 PM,4.8,24,5.8
First Transit,3208,17,45,602008,60,5:47:32 PM,6:07:03 PM,2.5,18,4.1
First Transit,3208,18,6,602009,60,6:08:17 PM,6:28:03 PM,2.3,22,0.1
First Transit,3208,18,30,602010,60,6:30:33 PM,,0.6,17,
First Transit,3208,18,47,602011,60,6:48:47 PM,7:08:32 PM,1.8,22,-0.5
First Transit,3208,19,13,602012,60,7:13:16 PM,7:29:32 PM,0.3,17,-0.5
First Transit,3209,6,39,502001,51,6:39:25 AM,6:54:56 AM,0.4,16,-0.1
First Transit,3209,7,5,502002,51,7:06:10 AM,7:29:25 AM,1.2,24,0.4
First Transit,3209,7,29,502003,51,7:29:55 AM,7:55:41 AM,0.9,27,-0.3
