Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status
21-Apr-16 05:41:44,Reg SV Regular,0160007622808195,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,7.00,Unlmtd,,Success
21-Apr-16 05:43:12,EZ Pass AdultZ0,0160008252699672,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 06:18:07,ASI,0160036514916436,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,1.75,Unlmtd,0,Success
21-Apr-16 06:37:39,Reg SV Regular,0160039950448245,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,7.25,Unlmtd,,Success
21-Apr-16 06:41:23,ASI,0160008054621916,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 06:42:24,EZ Pass S/D Z0,0160005805298390,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 06:50:14,ASI,0160036515043792,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 06:52:13,Reg SV Regular,0160005601094233,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,21.75,Unlmtd,,Success
21-Apr-16 07:57:10,ASI,0160011541800382,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.15,Unlmtd,0,Success
21-Apr-16 08:02:58,ASI,0160005503560471,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 08:14:15,ASI,0160020982999843,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 08:14:18,ASI,0160005808789593,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 08:17:13,Reg SV Student,01702689843164770563,N/A,3219,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,8.65,Unlmtd,,Success
21-Apr-16 08:17:15,Reg SV Regular,0160008367331351,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,8.15,Unlmtd,,Success
21-Apr-16 08:17:18,Reg SV Regular,0160008451211998,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,55.75,Unlmtd,,Success
21-Apr-16 08:18:45,Reg SV Sr/Dis,0160010338303303,N/A,3219,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,11.55,Unlmtd,,Success
21-Apr-16 08:42:35,ASI,0160005847711830,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 08:47:35,ASI,0160008050520369,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 08:48:28,Reg SV Regular,01701628579584569609,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,8.75,Unlmtd,,Success
21-Apr-16 08:57:22,ASI,0160028111880594,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 09:08:35,Reg SV Regular,0160008352910557,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,5.00,Unlmtd,,Success
21-Apr-16 09:15:40,Reg SV Regular,0160005411461275,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,19.00,Unlmtd,,Success
21-Apr-16 09:15:42,Reg SV Regular,0160008237754394,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,17.65,Unlmtd,,Success
21-Apr-16 09:22:40,ASI,0160005911240476,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 09:48:41,Reg SV Regular,0160005700719839,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,18.50,Unlmtd,,Success
21-Apr-16 09:53:07,ASI,0160038262388917,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 09:54:35,Reg SV Regular,0160005353188951,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,11.00,Unlmtd,,Success
21-Apr-16 09:59:13,EZ Pass S/D Z0,0160005893988316,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 10:20:35,Reg SV Regular,0160002377718467,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,10.50,Unlmtd,,Success
21-Apr-16 10:25:26,ASI,0160005332815518,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 10:27:35,Reg SV Regular,0160008976198274,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,28.25,Unlmtd,,Success
21-Apr-16 10:59:36,ASI,0160011561935266,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 11:03:55,Reg SV Regular,0160005053983198,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,4.80,Unlmtd,,Success
21-Apr-16 11:04:55,ASI,0160036515261071,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
21-Apr-16 11:10:06,Reg SV Regular,0160008705394392,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,4.50,Unlmtd,,Success
