Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status
29-Apr-16 05:54:58,DCFS EZ (New),01702166628906594567,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
29-Apr-16 05:55:09,Reg SV Regular,0160000628610327,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,10.00,Unlmtd,,Success
29-Apr-16 06:02:08,ASI,0160036514916436,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,1.75,Unlmtd,0,Success
29-Apr-16 06:02:57,Reg SV Regular,0160008696881753,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,15.50,Unlmtd,,Success
29-Apr-16 06:03:03,ASI,0160011543490307,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
29-Apr-16 06:30:39,ASI,0160005585933919,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
29-Apr-16 07:50:35,Reg SV Regular,0160008618979677,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,2.15,Unlmtd,,Success
29-Apr-16 07:51:38,Reg SV Regular,0160008063538390,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,2.25,Unlmtd,,Success
29-Apr-16 07:53:56,Reg SV Regular,0160008974965153,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.25,Unlmtd,,Success
29-Apr-16 07:57:19,Reg SV Regular,0160008305114398,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,12.25,Unlmtd,,Success
29-Apr-16 08:06:02,EZ Pass AdultZ0,0160000620287769,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,1,Success
29-Apr-16 08:26:50,ASI,0160005918630554,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
29-Apr-16 08:48:01,Reg SV Regular,0160008587384792,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,14.50,Unlmtd,,Success
29-Apr-16 08:48:16,Reg SV College,0160005617941278,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,9.75,Unlmtd,,Success
29-Apr-16 08:56:44,ASI,0160005923407196,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
29-Apr-16 08:59:11,Reg SV Regular,0160008118966232,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,25.75,Unlmtd,,Success
29-Apr-16 09:13:53,EZ Pass AdultZ1,0160021593351283,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
29-Apr-16 09:18:15,ASI,0160028111735798,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
