Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status
27-Apr-16 06:58:26,ASI,0160038261641399,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
27-Apr-16 07:09:14,EZ Pass AdultZ0,01702207329112060169,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
27-Apr-16 07:18:02,Reg SV Sr/Dis,0160005479245917,N/A,3219,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,8.95,Unlmtd,,Success
27-Apr-16 07:22:33,ASI,0160005334705113,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
27-Apr-16 08:17:08,ASI,0160005570878236,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
27-Apr-16 08:21:13,ASI,0160019692476514,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
27-Apr-16 08:23:49,ASI,0160012139434949,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
27-Apr-16 08:23:55,ASI,0160005336790550,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,1.60,Unlmtd,0,Success
27-Apr-16 08:34:00,EZ Pass AdultZ0,0160007941114119,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,12.90,Unlmtd,0,Success
27-Apr-16 08:44:26,ASI,0160028110701239,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
27-Apr-16 08:44:31,Reg SV Regular,0160007649927879,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,21.10,Unlmtd,,Success
27-Apr-16 09:24:46,ASI,0160005326210395,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
